Team,Player,Transaction,Date
Jacksonville,Laviska Shenault Jr. (WR),Activated WR Laviska Shenault Jr. from the IR/COVID-19 list.,12/31/2021
Jacksonville,Jordan Smith (LB),Activated LB Jordan Smith from the IR/COVID-19 list.,12/31/2021
Jacksonville,Damien Wilson (LB),Activated LB Damien Wilson from the IR/COVID-19 list.,12/31/2021
L.A. Chargers,Jared Cook (TE),Placed TE Jared Cook on IR/COVID-19 list.,12/31/2021
L.A. Chargers,Damon Lloyd (LB),Placed LB Damon Lloyd on IR/COVID-19 list.,12/31/2021
Las Vegas,Marcus Mariota (QB),Activated QB Marcus Mariota from the IR/COVID-19 list.,12/31/2021
Las Vegas,K.J. Wright (LB),Activated LB K.J. Wright from the IR/COVID-19 list.,12/31/2021
Miami,Allen Hurns (WR),Activated WR Allen Hurns from the IR/COVID-19 list.,12/31/2021
Miami,Solomon Kindley (G),Activated G Solomon Kindley from the IR/COVID-19 list.,12/31/2021
Miami,Albert Wilson (WR),Activated WR Albert Wilson from the IR/COVID-19 list.,12/31/2021
Minnesota,Kirk Cousins (QB),Placed QB Kirk Cousins on IR/COVID-19 list.,12/31/2021
Minnesota,Myles Dorn (DB),Protected DB Myles Dorn.,12/31/2021
Minnesota,Rashod Hill (T),Activated T Rashod Hill from the IR/COVID-19 list.,12/31/2021
Minnesota,Sean Mannion (QB),Activated QB Sean Mannion from the IR/COVID-19 list.,12/31/2021
Minnesota,Tye Smith (DB),Protected DB Tye Smith.,12/31/2021
Minnesota,Kenny Willekes (DE),Protected DE Kenny Willekes.,12/31/2021
Minnesota,Eddie Yarbrough (DE),Protected DE Eddie Yarbrough.,12/31/2021
N.Y. Giants,Trent Harris (LB),Cut LB Trent Harris.,12/31/2021
New Orleans,Cohl Cabral (C),Added C Cohl Cabral to the practice squad.,12/31/2021
New Orleans,Deonte Harris (WR),Activated WR Deonte Harris from the IR/COVID-19 list.,12/31/2021
New Orleans,Dwayne Washington (RB),Activated RB Dwayne Washington from the IR/COVID-19 list.,12/31/2021
Pittsburgh,Joe Schobert (LB),Placed LB Joe Schobert on IR/COVID-19 list.,12/31/2021
Pittsburgh,Chris Wormley (NT),Placed DE Chris Wormley on IR/COVID-19 list.,12/31/2021
San Francisco,Nate Sudfeld (QB),Activated QB Nate Sudfeld from the practice squad.,12/31/2021
Seattle,L.J. Collier (DE),Activated DE L.J. Collier from the IR/COVID-19 list.,12/31/2021
Tampa Bay,Mike Evans (WR),Activated WR Mike Evans from the IR/COVID-19 list.,12/31/2021
Tampa Bay,Bradley Pinion (P),Placed P Bradley Pinion on IR/COVID-19 list.,12/31/2021
Tennessee,Nick Westbrook-Ikhine (WR),Activated WR Nick Westbrook-Ikhine from the IR/COVID-19 list.,12/31/2021
Washington,Ereck Flowers (T),Placed G Ereck Flowers on IR/COVID-19 list.,12/31/2021
Washington,Antonio Gibson (RB),Placed RB Antonio Gibson on IR/COVID-19 list.,12/31/2021
Washington,Khaleke Hudson (LB),Placed LB Khaleke Hudson on IR/Designated for Return list.,12/31/2021
Washington,Ryan Winslow (P),Added P Ryan Winslow to the practice squad.,12/31/2021
Arizona,D.J. Humphries (OL),Placed T D.J. Humphries on IR/COVID-19 list.,12/30/2021
Atlanta,Jason Spriggs (T),Placed T Jason Spriggs on IR/COVID-19 list.,12/30/2021
Baltimore,Tyler Huntley (QB),Activated QB Tyler Huntley from the IR/COVID-19 list.,12/30/2021
Baltimore,Justin Madubuike (DT),Activated DT Justin Madubuike from the IR/COVID-19 list.,12/30/2021
Baltimore,Patrick Mekari (G),Signed G Patrick Mekari to a three-year contract extension.,12/30/2021
Baltimore,Tyre Phillips (G),Placed G Tyre Phillips on IR.,12/30/2021
Buffalo,Cody Ford (OL),Activated G Cody Ford from the IR/COVID-19 list.,12/30/2021
Buffalo,Cameron Lewis (DB),Activated DB Cameron Lewis from the IR/COVID-19 list.,12/30/2021
Buffalo,Antonio Williams (RB),Removed RB Antonio Williams from the practice squad.,12/30/2021
Carolina,Tae Hayes (DB),Added DB Tae Hayes to the practice squad.,12/30/2021
Carolina,Darryl Johnson (DE),Placed DE Darryl Johnson on IR/COVID-19 list.,12/30/2021
Carolina,Rashaan Melvin (CB),Activated DB Rashaan Melvin from the IR/COVID-19 list.,12/30/2021
Carolina,Kenny Robinson (S),Placed DB Kenny Robinson on IR/COVID-19 list.,12/30/2021
Carolina,Jordan Ta'amu (QB),Added QB Jordan Ta'amu to the practice squad.,12/30/2021
Cincinnati,Colin Holba (LS),Added LS Colin Holba to the practice squad.,12/30/2021
Cincinnati,Wyatt Ray (LB),Activated DE Wyatt Ray from the IR/COVID-19 list.,12/30/2021
Cincinnati,D.J. Reader (DT),Activated NT D.J. Reader from the IR/COVID-19 list.,12/30/2021
Cleveland,Josiah Bronson (DT),Waived DT Josiah Bronson.,12/30/2021
Cleveland,Jordan Elliott (DT),Activated DT Jordan Elliott from the IR/COVID-19 list.,12/30/2021
Cleveland,Chase McLaughlin (K),Activated K Chase McLaughlin from the IR/COVID-19 list.,12/30/2021
Cleveland,Chris Naggar (K),Removed K Chris Naggar from the practice squad.,12/30/2021
Cleveland,Greg Newsome II (CB),Activated DB Greg Newsome II from the IR/COVID-19 list.,12/30/2021
Cleveland,JC Tretter (C),Activated C JC Tretter from the IR/COVID-19 list.,12/30/2021
Dallas,Jourdan Lewis (CB),Activated DB Jourdan Lewis from the IR/COVID-19 list.,12/30/2021
Denver,Bryce Callahan (CB),Placed DB Bryce Callahan on IR/COVID-19 list.,12/30/2021
Denver,Mike Ford (CB),Placed DB Mike Ford on IR/COVID-19 list.,12/30/2021
Denver,Bobby Massie (T),Placed T Bobby Massie on IR/COVID-19 list.,12/30/2021
Denver,Stephen Weatherly (DE),Placed LB Stephen Weatherly on IR/COVID-19 list.,12/30/2021
Detroit,Kalif Raymond (WR),Placed WR Kalif Raymond on IR/COVID-19 list.,12/30/2021
Green Bay,Randall Cobb (WR),Placed WR Randall Cobb on IR/Designated for return list.,12/30/2021
Green Bay,Shemar Jean-Charles (CB),Activated DB Shemar Jean-Charles from the IR/COVID-19 list.,12/30/2021
Green Bay,Elgton Jenkins (G),Placed G Elgton Jenkins on IR/COVID-19 list.,12/30/2021
Green Bay,Kevin King (CB),Activated DB Kevin King from the IR/COVID-19 list.,12/30/2021
Green Bay,David Moore (WR),Added WR David Moore to the practice squad.,12/30/2021
Green Bay,Randy Ramsey (LB),Placed LB Randy Ramsey on IR/COVID-19 list.,12/30/2021
Houston,Danny Amendola (WR),Placed WR Danny Amendola on IR/COVID-19 list.,12/30/2021
Houston,Tae Davis (LB),Activated LB Tae Davis from the IR/COVID-19 list.,12/30/2021
Houston,A.J. Moore Jr. (DB),Activated DB A.J. Moore Jr. from the IR/COVID-19 list.,12/30/2021
Indianapolis,Parris Campbell (WR),Placed WR Parris Campbell on IR/Designated for return list.,12/30/2021
Indianapolis,Darius Leonard (LB),Activated LB Darius Leonard from the IR/COVID-19 list.,12/30/2021
Indianapolis,Zach Pascal (WR),Activated WR Zach Pascal from the IR/COVID-19 list.,12/30/2021
Indianapolis,Khari Willis (S),Activated DB Khari Willis from the IR/COVID-19 list.,12/30/2021
Jacksonville,Will Richardson Jr. (OL),Placed T Will Richardson Jr. on IR.,12/30/2021
Jacksonville,Andrew Wingard (S),Placed DB Andrew Wingard on IR/COVID-19 list.,12/30/2021
L.A. Chargers,Michael Davis (CB),Activated DB Michael Davis from the IR/COVID-19 list.,12/30/2021
L.A. Chargers,Mike Williams (WR),Activated WR Mike Williams from the IR/COVID-19 list.,12/30/2021
L.A. Rams,Andrew Whitworth (OL),Activated T Andrew Whitworth from the IR/COVID-19 list.,12/30/2021
Las Vegas,Bryan Edwards (WR),Added WR Bryan Edwards to the IR/COVID-19 list.,12/30/2021
Las Vegas,Nico Falah (C),Added C Nico Falah to the practice squad.,12/30/2021
Las Vegas,Brett Heggie (C),Added C Brett Heggie to the practice squad.,12/30/2021
Las Vegas,Carl Nassib (DE),Placed DE Carl Nassib on IR/COVID-19 list.,12/30/2021
Las Vegas,Jordan Simmons (G),Placed G Jordan Simmons on IR/COVID-19 list.,12/30/2021
Miami,Greg Little (T),Placed T Greg Little on IR/Designated for return list.,12/30/2021
Miami,Brennan Scarlett (LB),Placed LB Brennan Scarlett on IR/Designated for return list.,12/30/2021
Minnesota,Nick Vigil (LB),Placed LB Nick Vigil on IR/COVID-19 list.,12/30/2021
N.Y. Giants,Gary Brightwell (RB),Placed RB Gary Brightwell on IR.,12/30/2021
N.Y. Giants,Korey Cunningham (T),Placed T Korey Cunningham on IR/COVID-19 list.,12/30/2021
N.Y. Giants,Trent Harris (LB),Waived LB Trent Harris.,12/30/2021
N.Y. Giants,Matt Peart (T),Placed T Matt Peart on IR.,12/30/2021
N.Y. Giants,Darius Slayton (WR),Placed WR Darius Slayton on IR/COVID-19 list.,12/30/2021
N.Y. Giants,Nate Solder (T),Activated T Nate Solder from the IR/COVID-19 list.,12/30/2021
N.Y. Jets,Elijah Benton (DB),Removed DB Elijah Benton from the practice squad.,12/30/2021
N.Y. Jets,Tevin Coleman (RB),Placed RB Tevin Coleman on IR/COVID-19 list.,12/30/2021
N.Y. Jets,Ashtyn Davis (S),Activated DB Ashtyn Davis from the IR/COVID-19 list.,12/30/2021
N.Y. Jets,Laurent Duvernay-Tardif (G),Activated G Laurent Duvernay-Tardif from the IR/COVID-19 list.,12/30/2021
N.Y. Jets,John Franklin-Myers (DL),Activated DE John Franklin-Myers from the IR/COVID-19 list.,12/30/2021
N.Y. Jets,Zane Lewis (CB),Placed DB Zane Lewis on IR/COVID-19 list.,12/30/2021
N.Y. Jets,Alijah Vera-Tucker (OL),Activated G Alijah Vera-Tucker from the IR/COVID-19 list.,12/30/2021
N.Y. Jets,Isaiah Zuber (WR),Removed WR Isaiah Zuber from the practice squad.,12/30/2021
New England,Joshuah Bledsoe (S),Placed S Joshuah Bledsoe on IR.,12/30/2021
New England,Yodny Cajuste (OL),Placed T Yodny Cajuste on IR/COVID-19 list.,12/30/2021
New England,Deatrich Wise Jr. (DL),Activated DE Deatrich Wise Jr. from the IR/COVID-19 list.,12/30/2021
New Orleans,Josh Adams (RB),Added RB Josh Adams to the practice squad.,12/30/2021
New Orleans,Carl Granderson (DE),Activated DE Carl Granderson from the IR/COVID-19 list.,12/30/2021
New Orleans,Jalyn Holmes (DE),Activated DE Jalyn Holmes from the IR/COVID-19 list.,12/30/2021
New Orleans,Erik McCoy (C),Placed C Erik McCoy on IR/COVID-19 list.,12/30/2021
Philadelphia,Shaun Bradley (LB),Activated LB Shaun Bradley from the IR/COVID-19 list.,12/30/2021
Pittsburgh,Marcus Allen (LB),Activated LB Marcus Allen from the IR/COVID-19 list.,12/30/2021
Pittsburgh,Arthur Maulet (S),Placed DB Arthur Maulet on IR/COVID-19 list.,12/30/2021
Pittsburgh,Darrius Shepherd (WR),Added WR Darrius Shepherd to the practice squad.,12/30/2021
Seattle,Damien Lewis (G),Placed G Damien Lewis on IR/COVID-19 list.,12/30/2021
Tampa Bay,Rakeem Nunez-Roches (DL),Activated DT Rakeem Nunez-Roches from the IR/COVID-19 list.,12/30/2021
Tennessee,Paul Adams (T),Added T Paul Adams to the practice squad.,12/30/2021
Tennessee,Shyheim Carter (DB),Added DB Shyheim Carter to the practice squad.,12/30/2021
Tennessee,Nate Davis (G),Activated G Nate Davis from the IR/COVID-19 list.,12/30/2021
Tennessee,Caleb Farley (CB),Activated DB Caleb Farley from the IR/COVID-19 list.,12/30/2021
Washington,Sam Cosmi (OL),Placed T Sam Cosmi on IR/COVID-19 list.,12/30/2021
Washington,Nate Orchard (DE),Activated DE Nate Orchard from the IR/COVID-19 list.,12/30/2021
Washington,Tress Way (P),Placed P Tress Way on IR/COVID-19 list.,12/30/2021
Arizona,Nate Brooks (DB),Added DB Nate Brooks to the practice squad.,12/29/2021
Arizona,Tavien Feaster (RB),Added RB Tavien Feaster to the practice squad.,12/29/2021
Arizona,Isaiah Johnson (DB),Added DB Isaiah Johnson to the practice squad.,12/29/2021
Arizona,Devon Kennard (LB),Placed LB Devon Kennard on IR/COVID-19 list.,12/29/2021
Arizona,Andy Lee (P),Activated P Andy Lee from the IR/COVID-19 list.,12/29/2021
Arizona,Ezekiel Turner (LB),Placed LB Ezekiel Turner on IR/Designated for return list.,12/29/2021
Arizona,Tanner Vallejo (LB),Placed LB Tanner Vallejo on IR/Designated for return list.,12/29/2021
Arizona,Ryan Winslow (P),Removed P Ryan Winslow from the practice squad.,12/29/2021
Atlanta,Matt Barkley (QB),Acquired QB Matt Barkley off waivers from the Carolina Panthers.,12/29/2021
Atlanta,Jordan Brailford (LB),Added LB Jordan Brailford to the practice squad.,12/29/2021
Atlanta,Jonathan Bullard (DL),Placed DE Jonathan Bullard on IR/COVID-19 list.,12/29/2021
Atlanta,Jaylinn Hawkins (S),Placed DB Jaylinn Hawkins on IR/COVID-19 list.,12/29/2021
Atlanta,Hayden Hurst (TE),Placed TE Hayden Hurst on IR/COVID-19 list.,12/29/2021
Baltimore,Chris Board (LB),Activated LB Chris Board from the IR/COVID-19 list.,12/29/2021
Baltimore,Tyus Bowser (LB),Activated LB Tyus Bowser from the IR/COVID-19 list.,12/29/2021
Baltimore,Justin Houston (DE),Activated LB Justin Houston from the IR/COVID-19 list.,12/29/2021
Baltimore,Geno Stone (S),Activated DB Geno Stone from the IR/COVID-19 list.,12/29/2021
Baltimore,Kristian Welch (LB),Activated LB Kristian Welch from the IR/COVID-19 list.,12/29/2021
Buffalo,Cole Beasley (WR),Activated WR Cole Beasley from the IR/COVID-19 list.,12/29/2021
Buffalo,Gabriel Davis (WR),Activated WR Gabriel Davis from the IR/COVID-19 list.,12/29/2021
Buffalo,A.J. Epenesa (DE),Activated DE A.J. Epenesa from the IR/COVID-19 list.,12/29/2021
Buffalo,Jon Feliciano (G),Activated G Jon Feliciano from the IR/COVID-19 list.,12/29/2021
Carolina,Dennis Daley (G),Activated G Dennis Daley from the IR/COVID-19 list.,12/29/2021
Carolina,Pat Elflein (G),Activated G Pat Elflein from the IR/COVID-19 list.,12/29/2021
Carolina,Blake Haubeil (K),Added K Blake Haubeil to the practice squad.,12/29/2021
Carolina,Haason Reddick (LB),Placed LB Haason Reddick on IR/COVID-19 list.,12/29/2021
Carolina,Phillip Walker (QB),Placed QB Phillip Walker on IR/COVID-19 list.,12/29/2021
Chicago,Xavier Crawford (DB),Placed DB Xavier Crawford on IR.,12/29/2021
Chicago,Teez Tabor (DB),Placed DB Teez Tabor on IR.,12/29/2021
Cincinnati,Germaine Pratt (LB),Placed LB Germaine Pratt on IR/COVID-19 list.,12/29/2021
Cincinnati,Xavier Su'a-Filo (G),Placed G Xavier Su'a-Filo on IR/Designated for return list.,12/29/2021
Cincinnati,Mike Thomas (WR),Activated WR Mike Thomas from the IR/COVID-19 list.,12/29/2021
Cleveland,Chris Blewitt (K),Added K Chris Blewitt to the practice squad.,12/29/2021
Dallas,Devante Bond (LB),Added LB Devante Bond to the practice squad.,12/29/2021
Dallas,Noah Brown (WR),Placed WR Noah Brown on IR/Designated for return list.,12/29/2021
Dallas,Trysten Hill (DT),Activated DT Trysten Hill from the IR/COVID-19 list.,12/29/2021
Dallas,Malik Hooker (DB),Activated DB Malik Hooker from the IR/COVID-19 list.,12/29/2021
Denver,Calvin Anderson (T),Placed T Calvin Anderson on IR/COVID-19 list.,12/29/2021
Denver,Lloyd Cushenberry III (C),Activated C Lloyd Cushenberry III from the IR/COVID-19 list.,12/29/2021
Denver,Tim Patrick (WR),Placed WR Tim Patrick on IR/COVID-19 list.,12/29/2021
Denver,Akeem Spence (DT),Added DT Akeem Spence to the practice squad.,12/29/2021
Denver,Caden Sterns (S),Placed DB Caden Sterns on IR/COVID-19 list.,12/29/2021
Detroit,Trinity Benson (WR),Activated WR Trinity Benson from the IR/COVID-19 list.,12/29/2021
Detroit,Michael Brockers (DL),Placed DE Michael Brockers on IR/COVID-19 list.,12/29/2021
Detroit,Quintez Cephus (WR),Activated WR Quintez Cephus from the IR/COVID-19 list.,12/29/2021
Detroit,Matt Nelson (T),Activated T Matt Nelson from the IR/COVID-19 list.,12/29/2021
Detroit,Halapoulivaati Vaitai (T),Placed T Halapoulivaati Vaitai on IR/COVID-19 list.,12/29/2021
Green Bay,Aaron Adeoye (LB),Added LB Aaron Adeoye to the practice squad.,12/29/2021
Green Bay,Jaire Alexander (CB),Activated DB Jaire Alexander from the IR/Designated for return list.,12/29/2021
Green Bay,Henry Black (S),Placed DB Henry Black on IR/COVID-19 list.,12/29/2021
Green Bay,Corey Bojorquez (P),Placed P Corey Bojorquez on IR/COVID-19 list.,12/29/2021
Green Bay,Tyler Davis (TE),Placed TE Tyler Davis on IR/COVID-19 list.,12/29/2021
Green Bay,Adrian Ealy (T),Added T Adrian Ealy to the practice squad.,12/29/2021
Green Bay,Kingsley Keke (DL),Placed DE Kingsley Keke on IR/COVID-19 list.,12/29/2021
Green Bay,Jayson Stanley (DB),Added DB Jayson Stanley to the practice squad.,12/29/2021
Green Bay,Marquez Valdes-Scantling (WR),Activated WR Marquez Valdes-Scantling from the IR/COVID-19 list.,12/29/2021
Green Bay,Cole Van Lanen (G),Activated G Cole Van Lanen from the practice squad.,12/29/2021
Green Bay,Kerrith Whyte Jr. (RB),Added RB Kerrith Whyte Jr. to the practice squad.,12/29/2021
Houston,Justin Britt (OL),Activated C Justin Britt from the IR/COVID-19 list.,12/29/2021
Houston,Ron'Dell Carter (DL),Placed DE Ron'Dell Carter on IR/COVID-19 list.,12/29/2021
Houston,Brandin Cooks (WR),Activated WR Brandin Cooks from the IR/COVID-19 list.,12/29/2021
Houston,Sam Cooper (G),Added G Sam Cooper to the practice squad.,12/29/2021
Houston,Phillip Dorsett II (WR),Placed WR Phillip Dorsett II on IR.,12/29/2021
Houston,Ka'imi Fairbairn (K),Activated K Ka'imi Fairbairn from the IR/COVID-19 list.,12/29/2021
Houston,Jonathan Greenard (DL),Activated DE Jonathan Greenard from the IR/COVID-19 list.,12/29/2021
Houston,Kamu Grugier-Hill (LB),Activated LB Kamu Grugier-Hill from the IR/COVID-19 list.,12/29/2021
Houston,Neville Hewitt (LB),Activated LB Neville Hewitt from the IR/COVID-19 list.,12/29/2021
Houston,Jordan Jenkins (DL),Activated DE Jordan Jenkins from the IR/COVID-19 list.,12/29/2021
Houston,Jaleel Johnson (DL),Activated DT Jaleel Johnson from the IR/COVID-19 list.,12/29/2021
Houston,Roy Lopez (DL),Activated DT Roy Lopez from the IR/COVID-19 list.,12/29/2021
Houston,Chris Moore (WR),Placed WR Chris Moore on IR/COVID-19 list.,12/29/2021
Houston,Eric Murray (DB),Activated DB Eric Murray from the IR/COVID-19 list.,12/29/2021
Houston,Derek Rivers (DL),Activated DE Derek Rivers from the IR/COVID-19 list.,12/29/2021
Houston,Lane Taylor (OL),Activated G Lane Taylor from the IR/COVID-19 list.,12/29/2021
Houston,Cole Toner (OL),Placed C Cole Toner on IR.,12/29/2021
Houston,Eric Wilson (LB),Activated LB Eric Wilson from the IR/COVID-19 list.,12/29/2021
Indianapolis,Mark Glowinski (G),Activated G Mark Glowinski from the IR/COVID-19 list.,12/29/2021
Indianapolis,Quenton Nelson (C),Activated C Quenton Nelson from the IR/COVID-19 list.,12/29/2021
Indianapolis,Kemoko Turay (DE),Activated DE Kemoko Turay from the IR/COVID-19 list.,12/29/2021
Indianapolis,Rock Ya-Sin (CB),Activated DB Rock Ya-Sin from the IR/COVID-19 list.,12/29/2021
Jacksonville,Tyrell Adams (LB),Signed LB Tyrell Adams.,12/29/2021
Jacksonville,Rudy Ford (S),Placed DB Rudy Ford on IR/COVID-19 list.,12/29/2021
Jacksonville,Jaydon Mickens (WR),Placed WR Jaydon Mickens on IR/COVID-19 list.,12/29/2021
Jacksonville,Dylan Moses (LB),Placed LB Dylan Moses on IR/COVID-19 list.,12/29/2021
Jacksonville,Cam Robinson (OL),Placed T Cam Robinson on IR/COVID-19 list.,12/29/2021
Kansas City,Harrison Butker (K),Activated K Harrison Butker from the IR/COVID-19 list.,12/29/2021
